21,683,271,1/24/2015,4:00pm,Eastern Michigan,Ypsilanti,MI,Bowling Green University,4
21,684,298,1/31/2015,4:00 PM,Illinois State,Normal,IL,UIC - CMU - EMU,8
21,685,272,2/7/2015,4:00pm,Eastern Michigan,Ypsilanti,MI,Kent St,4
21,686,273,2/15/2015,1:00pm,Eastern Michigan,Ypsilanti,MI,Illinois - Chicago,4
21,687,128,2/20/2015,7:00pm,Western Michigan,Kalamazoo,MI,Eastern Michigan,4
21,688,274,2/22/2015,1:00pm,Eastern Michigan,Ypsilanti,MI,Ball St,4
21,689,255,2/28/2015,4pm,Lindenwood University,St.Charles,MO,"Eastern Michigan, ISU, UIC",8
21,690,263,3/6/2015,6:00 PM,Michigan State,East Lansing,MI,Arizona & Eastern Michigan,9
21,691,322,3/15/2015,1pm,Northern Illinois Univ.,Dekalb,IL,Eastern Michigan,4
21,692,147,3/21/2015,2p,MAC Conference,Kent,OH,MAC Championships: 7 teams total,17
22,693,306,1/11/2015,1pm,Ball State Univ.,Muncie,IN,University of Florida,4
22,694,6,1/16/2015,7pm,"Florida, U. of",Gainesville,FL,Auburn,5
22,695,233,1/23/2015,7:30 PM,"Alabama, U. of",Tuscaloosa,AL,"Florida, U. of",5
22,696,7,1/30/2015,7pm,"Florida, U. of",Gainesville,FL,Georgia,5
22,697,2,2/6/2015,7 pm,"Arkansas, U. of",Fayetteville,AR,Florida,5
22,698,8,2/13/2015,7pm,"Florida, U. of",Gainesville,FL,Missouri,5
22,699,32,2/20/2015,7pm,L.S.U.,Baton Rouge,LA,florida,5
22,700,9,2/27/2015,7pm,"Florida, U. of",Gainesville,FL,Kentucky,5
22,701,224,3/6/2015,7:00 pm,"Oklahoma, U. of",Norman,OK,Florida,5
22,702,10,3/13/2015,7pm,"Florida, U. of",Gainesville,FL,Texas Woman's,5
22,703,85,3/21/2015,2 p.m. & 6 p.m.,SEC Conference,Duluth,GA,"Alabama, Arkansas, Auburn, UF, UGA, UK, LSU, Missouri",17
23,442,442,1/9/2015,7:00pm,Maryland-College Park,College Park,MD,West Virginia and George Washington,9
23,443,337,1/18/2015,1:00 pm,George Washington U.,Washington,DC,"Pitt, UNC, Temple, Cornell",9
23,444,17,1/25/2015,2:00pm,West Virginia Univ.,Morgantown,WV,"Iowa State University, George Washington University",9
23,445,338,2/1/2015,1:00 pm,George Washington U.,Washington,DC,Bowling Green,5
23,446,351,2/6/2015,7:00 PM,Sacramento State,Sacramento,CA,George Washington,4
23,447,152,2/8/2015,1:00pm,UC Davis,Davis,Ca,George Washington,4
23,448,212,2/14/2015,7:30pm,North Carolina State,Raleigh,NC,WM/GW,8
23,449,445,2/20/2015,7:00pm,Maryland-College Park,College Park,MD,"Towson, George Washington and William and Mary",9
23,450,133,3/1/2015,1p,Kent State University,Kent,OH,George Washington,5
23,451,339,3/8/2015,1:00 pm,George Washington U.,Washington,DC,"Western Michigan,Yale",9
23,452,369,3/13/2015,7pm,Towson University,Towson,MD,George Washington,5
23,453,340,3/15/2015,1:00 pm,George Washington U.,Washington,DC,Towson,5
23,454,441,3/21/2015,2:00 PM,EAGL,Washington,DC,"N C State, UNC , Towson, UNH,Pitt,GWU",17
24,584,201,1/10/2015,4 pm,"Georgia, U. of",Athens,GA,Michigan,5
24,585,202,1/16/2015,7:30 pm,"Georgia, U. of",Athens,GA,Missouri,5
24,586,113,1/19/2015,2:00 pm,"Denver, U. of",Denver,CO,Georgia,4
24,587,203,1/24/2015,4 pm,"Georgia, U. of",Athens,GA,Kentucky,5
24,588,7,1/30/2015,7pm,"Florida, U. of",Gainesville,FL,Georgia,5
24,589,31,2/6/2015,7pm,L.S.U.,Baton Rouge,LA,georgia,5
24,590,347,2/14/2015,1:00PM,"North Carolina, U. of",Chapel Hill,NC,University of Georgia,4
24,591,204,2/20/2015,7 pm,"Georgia, U. of",Athens,GA,Alabama,5
24,592,27,2/27/2015,7:00 PM,Auburn Univ.,Auburn,AL,University of Georgia,5
24,593,205,3/7/2015,6 pm,"Georgia, U. of",Athens,GA,Arkansas,5
24,594,206,3/14/2015,4 pm,"Georgia, U. of",Athens,GA,Utah,5
24,595,85,3/21/2015,2 p.m. & 6 p.m.,SEC Conference,Duluth,GA,"Alabama, Arkansas, Auburn, UF, UGA, UK, LSU, Missouri",17
25,961,14,1/9/2015,6:00,Wisconsin-Eau Claire,Eau Claire,WI,UW LaCrosse and Gustavus,8
25,964,121,1/30/2015,6:30pm,Wisconsin-La Crosse,La Crosse,WI,Gershon/McLellan Invite,8
25,966,87,2/10/2015,6:30,Winona State,Winona,MN,Gustavus,4
25,968,15,2/20/2015,6:30,Wisconsin-Eau Claire,Eau Claire,WI,Gustavus,4
25,969,285,2/22/2015,2:00 pm,"Minnesota, U. of",Minneapolis,MN,"Gustavus, Hamline, Winona State",8
25,970,186,3/6/2015,6:30PM,Wisconsin-Oshkosh,Oshkosh,WI,Gustavus Adolphus College,4
26,928,180,1/10/2015,1:00 pm,Hamline Univ.,St. Paul,MN,UW Oshkosh,4
26,929,373,1/16/2015,7:00pm,Gustavus Adolphus,St. Peter,MN,Hamline University,4
26,930,238,1/24/2015,4:00pm,Wisconsin-Whitewater,Whitewater,WI,Hamline University,4
26,931,303,1/30/2015,7:00pm,Oregon State,Corvallis,OR,"Washington, Sac State, Hamline",9
26,932,449,2/6/2015,6pm,Wisconsin-Stout,Menomonie,WI,vs. UW-La Crosse and Hamline,8
26,933,181,2/14/2015,7:00 pm,Hamline Univ.,St. Paul,MN,UW Eau Claire,4
26,934,182,2/17/2015,6:30 pm,Hamline Univ.,St. Paul,MN,Winona St. University,4
26,935,285,2/22/2015,2:00 pm,"Minnesota, U. of",Minneapolis,MN,"Gustavus, Hamline, Winona State",8
26,936,123,2/27/2015,6:30pm,Wisconsin-La Crosse,La Crosse,WI,UW-Eau Claire & Hamline,6
26,937,220,3/15/2015,2:00 pm,WIAC Conference,Saint Paul,MI,Gustavus/Winona/Stout/Eau Claire/Lacrosse/Whitewater/Oshkosh,9
27,985,328,3/21/2015,4:00 pm,MIC Conference,Denton,TX,"Ill. St., SEMO, UIC, Lindenwood, Centenary",8
28,310,333,1/11/2015,1 pm,Central Michigan,Mt.Pleasant,MI,University of Illinois,5
28,311,242,1/17/2015,4:00pm,Illinois-Champaign,Champaign,IL,Rutgers,4
28,312,77,1/25/2015,4:00 pm,"Michigan, U. of",Ann Arbor,MI,Illinois,5
28,313,243,1/31/2015,4:00pm,Illinois-Champaign,Champaign,IL,Penn State,4
28,314,244,2/7/2015,4:00pm,Illinois-Champaign,Champaign,IL,Minnesota,4
28,315,357,2/14/2015,3pm,"Iowa, U. of",Iowa City,IA,Illinois,5
28,316,245,2/20/2015,7:00pm,Illinois-Champaign,Champaign,IL,Michigan State,4
28,317,246,2/27/2015,7:00pm,Illinois-Champaign,Champaign,IL,Oklahoma,4
28,318,291,3/1/2015,2:00 p.m.,"Nebraska, U. of",Lincoln,NE,"Illinois, San Jose and TBA - Masters Classic",9
28,319,321,3/7/2015,6pm,Northern Illinois Univ.,Dekalb,IL,"Illinois, UIC, Illinois State",8
28,320,293,3/14/2015,12:00 p.m.,"Nebraska, U. of",Lincoln,NE,"Illinois, Michigan St., Ohio St., Maryland - Big Ten Meet",9
30,365,281,1/10/2015,6:30 pm,"Minnesota, U. of",Minneapolis,MN,Iowa State,4
30,366,316,1/18/2015,2:00 pm,Iowa State,Ames,IA,Oregon State & Southeast Missouri,8
30,367,17,1/25/2015,2:00pm,West Virginia Univ.,Morgantown,WV,"Iowa State University, George Washington University",9
30,368,453,1/31/2015,7:00,Metroplex Challenge Dallas,Allen,TX,"Oklahoma, LSU, Arkansas , Iowa State",9
30,369,312,2/6/2015,6:30 pm,Iowa State,Ames,IA,Oklahoma,5
30,370,313,2/8/2015,2:00 pm,Iowa State,Ames,IA,Centenary College,5
30,371,354,2/13/2015,7:30,Invitational-Navy Pier,Chicago,IL,"Iowa State, Yale, NIU",8
30,372,314,2/20/2015,6:30 pm,Iowa State,Ames,IA,Minnesota,5
30,373,146,2/28/2015,4pm,Penn State,University Park,PA,"Brockport, Iowa State, Penn",9
30,374,358,3/6/2015,7pm,"Iowa, U. of",Iowa City,IA,Iowa State,5
30,375,315,3/13/2015,6:30 pm,Iowa State,Ames,IA,Temple University,5
30,376,83,3/21/2015,4 pm,Big 12 Conference,Norman,ok,"University of Oklahoma, Iowa State University, West Virginia",17
31,321,96,1/18/2015,1:00pm,Ursinus College,Collegeville,PA,Ithaca College,4
31,322,325,1/25/2015,1:00pm,Springfield College,Springfield,Ma,Ithaca,4
31,323,431,2/1/2015,1:00pm,Ithaca College,Ithaca,NY,Brockport,4
31,324,160,2/7/2015,1:00 pm,Cornell Univ.,Ithaca,NY,"Brockport, Ithaca, SCSU",8
31,325,432,2/15/2015,1:00pm,Ithaca College,Ithaca,NY,"Brockport, RIC & Springfield",8
31,326,214,2/21/2015,1:00pm,Rhode Island College,Providence,RI,Ithaca College,4
31,327,191,3/1/2015,1:00 PM,Brockport State,Brockport,NY,"RIC, Ithaca, Cortland",8
31,328,167,3/7/2015,3:30 p.m.,Cortland State,Cortland,NY,Ithaca College,4
31,329,38,1/10/2015,4:00,Centenary College,Shreveport,LA,TWU,4
31,330,310,3/27/2015,6:00,Division III Nationals,Lacrosse,WI,6 Teams,9
